Timestamp,Current Position,Firm Name,Commercial or Federal Practice,Title Position,Country,Base Salary (USD),Estimated Annual Bonus (USD),Expected total compensation,Average hours per week of work,Received offer from other company this year
9/29/2021 22:10:14,Yes,Other or Boutique,Commercial/non-federal Practice,Manager,United States of America,91000,11000,102000,50-59,No
10/1/2021 16:32:27,Yes,EY,Federal/government Practice,Senior Consultant/Senior Associate,United States of America,97000,5000,102000,40-49,No
9/29/2021 22:36:27,No,,,,United States of America,90000,12000,102000,40-49,No
9/29/2021 15:15:37,No,,,,United States of America,95000,7125,102125,40-49,No
9/29/2021 12:43:40,Yes,Deloitte,Commercial/non-federal Practice,Senior Consultant/Senior Associate,United States of America,89200,13000,102200,40-49,No
9/30/2021 0:57:26,Yes,Other or Boutique,Commercial/non-federal Practice,Analyst,United States of America,93000,9300,102300,50-59,Yes
10/1/2021 20:30:11,Yes,Accenture,Commercial/non-federal Practice,Consultant/Associate,United States of America,97500,5000,102500,40-49,No
10/5/2021 21:08:27,Yes,Accenture,Commercial/non-federal Practice,Consultant/Associate,United States of America,98000,4500,102500,50-59,Yes
10/5/2021 9:02:17,Yes,Not Applicable,Federal/government Practice,Manager,United States of America,100000,2500,102500,40-49,No
10/1/2021 23:36:02,Yes,Other or Boutique,Commercial/non-federal Practice,Senior Consultant/Senior Associate,United States of America,92500,10000,102500,40-49,No
9/29/2021 15:26:12,Yes,Deloitte,Commercial/non-federal Practice,Consultant/Associate,United States of America,90200,12500,102700,50-59,Yes
9/30/2021 22:08:00,Yes,Deloitte,Commercial/non-federal Practice,Senior Consultant/Senior Associate,United States of America,85600,17120,102720,50-59,No
9/29/2021 19:16:26,Yes,PwC,Commercial/non-federal Practice,Analyst,United States of America,91000,12000,103000,50-59,No
10/5/2021 12:53:22,Yes,Deloitte,Federal/government Practice,Consultant/Associate,United States of America,88000,15000,103000,40-49,No
9/29/2021 20:59:42,Yes,Accenture,Commercial/non-federal Practice,Consultant/Associate,United States of America,98000,5000,103000,50-59,Yes
9/29/2021 18:08:42,Yes,Guidehouse/Navigant,Commercial/non-federal Practice,Senior Consultant/Senior Associate,United States of America,95000,8000,103000,40-49,Yes
9/30/2021 12:13:33,Yes,EY,Commercial/non-federal Practice,Senior Consultant/Senior Associate,United States of America,98000,5000,103000,50-59,No
9/29/2021 23:16:27,Yes,EY,Commercial/non-federal Practice,Senior Consultant/Senior Associate,United States of America,100000,3000,103000,40-49,Yes
9/30/2021 15:32:15,Yes,PwC,Commercial/non-federal Practice,Consultant/Associate,United States of America,91000,12400,103400,40-49,No
10/1/2021 13:58:13,Yes,Other or Boutique,Commercial/non-federal Practice,Senior Consultant/Senior Associate,United States of America,90000,13500,103500,80,No
9/30/2021 18:33:00,Yes,McKinsey,Not Applicable or Don't Know,Analyst,United States of America,96000,8000,104000,40-49,No
9/30/2021 17:22:48,Yes,Other or Boutique,Commercial/non-federal Practice,Analyst,United States of America,99000,5000,104000,50-59,No
9/30/2021 10:58:44,Yes,Other or Boutique,Commercial/non-federal Practice,Consultant/Associate,United States of America,56000,48000,104000,40-49,No
9/30/2021 20:40:06,Yes,Deloitte,Commercial/non-federal Practice,Consultant/Associate,United States of America,94000,10000,104000,40-49,No
9/30/2021 9:49:53,Yes,Deloitte,Federal/government Practice,Consultant/Associate,United States of America,99000,5000,104000,50-59,No
9/30/2021 9:49:54,Yes,Accenture,Commercial/non-federal Practice,Consultant/Associate,United States of America,100000,4000,104000,<40,Yes
10/1/2021 22:13:20,Yes,Accenture,Commercial/non-federal Practice,Consultant/Associate,United States of America,103000,1000,104000,40-49,No
10/5/2021 23:37:35,Yes,Other or Boutique,Commercial/non-federal Practice,Senior Consultant/Senior Associate,United States of America,96000,8000,104000,40-49,No
9/29/2021 12:04:36,Yes,RSM,Commercial/non-federal Practice,Senior Consultant/Senior Associate,United States of America,99000,5000,104000,50-59,No
9/29/2021 12:24:16,Yes,Cognizant,Commercial/non-federal Practice,Consultant/Associate,United States of America,89234,15000,104234,<40,Yes
9/29/2021 10:47:32,Yes,Deloitte,Commercial/non-federal Practice,Analyst,United States of America,90000,14500,104500,50-59,No
9/29/2021 11:06:21,Yes,Deloitte,Federal/government Practice,Consultant/Associate,United States of America,84500,20000,104500,40-49,No
9/29/2021 20:57:59,Yes,Deloitte,Commercial/non-federal Practice,Consultant/Associate,United States of America,94500,10000,104500,50-59,No
9/30/2021 7:43:00,Yes,Deloitte,Federal/government Practice,Senior Consultant/Senior Associate,United States of America,93000,11500,104500,50-59,No
9/29/2021 20:54:11,No,,,,United States of America,68500,36000,104500,60-69,No
10/1/2021 11:19:31,Yes,Other or Boutique,Commercial/non-federal Practice,Consultant/Associate,United States of America,97400,7500,104900,40-49,No
9/29/2021 20:35:36,Yes,Other or Boutique,Commercial/non-federal Practice,Analyst,United States of America,90000,15000,105000,50-59,No
10/5/2021 15:48:46,Yes,Oliver Wyman,Not Applicable or Don't Know,Analyst,United States of America,90000,15000,105000,50-59,No
9/30/2021 16:50:28,Yes,Accenture,Commercial/non-federal Practice,Analyst,United States of America,100000,5000,105000,40-49,No
9/30/2021 17:27:07,Yes,Accenture,Commercial/non-federal Practice,Analyst,United States of America,100000,5000,105000,<40,No
10/1/2021 23:01:06,Yes,Accenture,Commercial/non-federal Practice,Analyst,United States of America,100000,5000,105000,50-59,Yes
9/29/2021 15:50:06,Yes,Other or Boutique,Commercial/non-federal Practice,Consultant/Associate,United States of America,90000,15000,105000,50-59,Yes
9/29/2021 19:32:33,Yes,Deloitte,Federal/government Practice,Consultant/Associate,United States of America,90000,15000,105000,40-49,No
9/30/2021 14:56:40,Yes,Other or Boutique,Not Applicable or Don't Know,Consultant/Associate,United States of America,90000,15000,105000,50-59,No
9/29/2021 12:05:21,Yes,Strategy&,Commercial/non-federal Practice,Consultant/Associate,United States of America,95000,10000,105000,50-59,No
10/1/2021 8:03:30,Yes,Deloitte,Federal/government Practice,Consultant/Associate,United States of America,95000,10000,105000,40-49,No
10/5/2021 8:48:10,Yes,Other or Boutique,Commercial/non-federal Practice,Consultant/Associate,United States of America,95000,10000,105000,50-59,No
9/29/2021 15:02:29,Yes,Accenture,Commercial/non-federal Practice,Consultant/Associate,United States of America,98000,7000,105000,40-49,No
10/1/2021 7:27:22,Yes,Deloitte,Commercial/non-federal Practice,Consultant/Associate,United States of America,98000,7000,105000,<40,Yes
9/29/2021 12:49:54,Yes,Accenture,Commercial/non-federal Practice,Consultant/Associate,United States of America,100000,5000,105000,<40,No
9/29/2021 13:06:23,Yes,Accenture,Commercial/non-federal Practice,Consultant/Associate,United States of America,100000,5000,105000,<40,No
9/29/2021 13:39:52,Yes,Accenture,Commercial/non-federal Practice,Consultant/Associate,United States of America,100000,5000,105000,60-69,No
9/29/2021 14:27:18,Yes,Capco,Commercial/non-federal Practice,Consultant/Associate,United States of America,100000,5000,105000,40-49,No
9/29/2021 11:33:34,Yes,EY,Federal/government Practice,Consultant/Associate,United States of America,105000,0,105000,40-49,No
9/29/2021 12:40:19,Yes,Other or Boutique,Commercial/non-federal Practice,Consultant/Associate,United States of America,105000,0,105000,40-49,No
10/1/2021 15:34:55,Yes,EY,Commercial/non-federal Practice,Manager,United States of America,97000,8000,105000,40-49,No
10/5/2021 8:25:21,Yes,Other or Boutique,Not Applicable or Don't Know,Manager,United States of America,100000,5000,105000,40-49,No
9/29/2021 10:36:16,Yes,Deloitte,Federal/government Practice,Senior Consultant/Senior Associate,United States of America,95000,10000,105000,40-49,No
9/29/2021 10:55:11,Yes,EY,Federal/government Practice,Senior Consultant/Senior Associate,United States of America,100000,5000,105000,50-59,Yes
9/29/2021 13:43:52,Yes,KPMG,Commercial/non-federal Practice,Senior Consultant/Senior Associate,United States of America,100000,5000,105000,40-49,No
9/30/2021 8:16:21,Yes,KPMG,Commercial/non-federal Practice,Senior Consultant/Senior Associate,United States of America,100000,5000,105000,50-59,No
9/29/2021 21:41:58,Yes,Other or Boutique,Commercial/non-federal Practice,Senior Consultant/Senior Associate,United States of America,104000,1000,105000,40-49,No
9/30/2021 13:34:43,Yes,Deloitte,Commercial/non-federal Practice,Senior Consultant/Senior Associate,United States of America,105000,0,105000,40-49,No
10/1/2021 12:30:04,Yes,EY,Commercial/non-federal Practice,Senior Consultant/Senior Associate,United States of America,105000,0,105000,<40,No
9/30/2021 14:26:25,No,,,,United States of America,80000,25000,105000,50-59,No
9/30/2021 15:09:32,No,,,,United States of America,105000,0,105000,40-49,No
9/30/2021 20:20:56,Yes,Other or Boutique,Commercial/non-federal Practice,Consultant/Associate,United States of America,93960,11275,105235,40-49,No
9/30/2021 21:08:00,Yes,Protiviti,Commercial/non-federal Practice,Senior Consultant/Senior Associate,United States of America,96000,9600,105600,40-49,No
9/30/2021 21:04:42,Yes,Other or Boutique,Commercial/non-federal Practice,Consultant/Associate,United States of America,92000,13800,105800,40-49,Yes
9/29/2021 19:05:44,Yes,Accenture,Commercial/non-federal Practice,Analyst,United States of America,100000,6000,106000,40-49,No
9/30/2021 1:14:19,Yes,Deloitte,Federal/government Practice,Consultant/Associate,United States of America,93000,13000,106000,50-59,No
10/1/2021 11:54:24,Yes,EY,Commercial/non-federal Practice,Consultant/Associate,United States of America,96000,10000,106000,40-49,Yes
10/5/2021 23:30:08,Yes,Other or Boutique,Not Applicable or Don't Know,Consultant/Associate,United States of America,98500,7500,106000,40-49,No
9/29/2021 15:40:08,Yes,Other or Boutique,Not Applicable or Don't Know,Manager,United States of America,98000,8000,106000,50-59,No
10/2/2021 8:56:41,Yes,Other or Boutique,Commercial/non-federal Practice,Senior Consultant/Senior Associate,United States of America,88000,18000,106000,<40,No
9/29/2021 17:12:20,Yes,EY,Commercial/non-federal Practice,Senior Consultant/Senior Associate,United States of America,96000,10000,106000,50-59,No
9/30/2021 0:13:11,Yes,Protiviti,Commercial/non-federal Practice,Senior Consultant/Senior Associate,United States of America,96000,10000,106000,40-49,Yes
9/30/2021 9:19:49,Yes,IBM,Commercial/non-federal Practice,Senior Consultant/Senior Associate,United States of America,106000,0,106000,40-49,No
9/30/2021 19:36:54,No,,,,United States of America,93000,13000,106000,<40,No
9/29/2021 21:31:57,Yes,Deloitte,Federal/government Practice,Consultant/Associate,United States of America,88100,18000,106100,40-49,No
9/29/2021 10:49:38,Yes,KPMG,Commercial/non-federal Practice,Senior Consultant/Senior Associate,United States of America,98500,8000,106500,50-59,No
9/29/2021 20:21:30,Yes,Guidehouse/Navigant,Federal/government Practice,Senior Consultant/Senior Associate,United States of America,103800,3000,106800,40-49,No
9/30/2021 20:59:05,Yes,Other or Boutique,Commercial/non-federal Practice,Manager,United States of America,100000,7000,107000,40-49,Yes
9/29/2021 12:00:50,Yes,FTI,Not Applicable or Don't Know,Senior Consultant/Senior Associate,United States of America,90000,17000,107000,40-49,Yes
9/29/2021 13:40:33,Yes,PwC,Commercial/non-federal Practice,Senior Consultant/Senior Associate,United States of America,92000,15000,107000,50-59,No
10/1/2021 9:49:00,Yes,Deloitte,Commercial/non-federal Practice,Senior Consultant/Senior Associate,United States of America,92000,15000,107000,<40,Yes
9/30/2021 1:04:26,Yes,Other or Boutique,Commercial/non-federal Practice,Senior Consultant/Senior Associate,United States of America,102000,5000,107000,50-59,No
10/2/2021 8:52:34,Yes,Accenture,Commercial/non-federal Practice,Consultant/Associate,United States of America,103200,4000,107200,60-69,No
10/5/2021 17:56:59,Yes,Alvarez & Marsal,Commercial/non-federal Practice,Analyst,United States of America,77500,30000,107500,50-59,No
9/30/2021 21:43:39,Yes,PwC,Commercial/non-federal Practice,Senior Consultant/Senior Associate,United States of America,95000,12500,107500,60-69,No
9/30/2021 9:00:46,Yes,Other or Boutique,Commercial/non-federal Practice,Consultant/Associate,United States of America,80000,28000,108000,40-49,No
9/30/2021 13:18:57,Yes,Deloitte,Commercial/non-federal Practice,Consultant/Associate,United States of America,88000,20000,108000,60-69,Yes
9/29/2021 11:53:49,Yes,LEK,Commercial/non-federal Practice,Consultant/Associate,United States of America,90000,18000,108000,60-69,Yes
10/5/2021 13:21:10,Yes,Oliver Wyman,Not Applicable or Don't Know,Consultant/Associate,United States of America,93000,15000,108000,50-59,Yes
9/30/2021 17:12:35,Yes,Deloitte,Federal/government Practice,Consultant/Associate,United States of America,95000,13000,108000,50-59,Yes
10/1/2021 10:06:08,Yes,Accenture,Commercial/non-federal Practice,Consultant/Associate,United States of America,100000,8000,108000,50-59,Yes
10/1/2021 22:07:22,Yes,PwC,Not Applicable or Don't Know,Senior Consultant/Senior Associate,United States of America,97000,11000,108000,40-49,No
9/29/2021 12:39:09,Yes,EY,Commercial/non-federal Practice,Senior Consultant/Senior Associate,United States of America,100000,8000,108000,40-49,No
9/29/2021 13:51:41,Yes,Deloitte,Federal/government Practice,Senior Consultant/Senior Associate,United States of America,103000,5000,108000,60-69,No
9/29/2021 22:37:40,Yes,Deloitte,Commercial/non-federal Practice,Consultant/Associate,United States of America,90200,18000,108200,50-59,Yes
9/30/2021 22:51:17,Yes,PwC,Not Applicable or Don't Know,Senior Consultant/Senior Associate,United States of America,96600,11600,108200,60-69,No
9/29/2021 12:21:20,Yes,Other or Boutique,Commercial/non-federal Practice,Consultant/Associate,United States of America,68250,40000,108250,50-59,No
9/29/2021 16:06:47,Yes,PwC,Commercial/non-federal Practice,Senior Consultant/Senior Associate,United States of America,98500,10000,108500,60-69,No
9/30/2021 8:00:51,Yes,Other or Boutique,Commercial/non-federal Practice,Manager,United States of America,100850,8000,108850,50-59,Yes
10/5/2021 8:24:09,Yes,Other or Boutique,Commercial/non-federal Practice,Analyst,United States of America,100000,9000,109000,40-49,No
10/1/2021 0:30:31,Yes,Deloitte,Commercial/non-federal Practice,Consultant/Associate,United States of America,97000,12000,109000,40-49,No
9/30/2021 8:32:23,Yes,PwC,Commercial/non-federal Practice,Senior Consultant/Senior Associate,United States of America,94000,15000,109000,40-49,No
9/30/2021 9:09:51,Yes,Other or Boutique,Commercial/non-federal Practice,Senior Consultant/Senior Associate,United States of America,95000,14000,109000,60-69,No
10/5/2021 12:33:54,Yes,KPMG,Not Applicable or Don't Know,Senior Consultant/Senior Associate,United States of America,100000,9000,109000,50-59,No
9/29/2021 12:14:23,Yes,Other or Boutique,Commercial/non-federal Practice,Analyst,United States of America,99500,10000,109500,40-49,Yes
9/29/2021 11:47:28,Yes,EY,Commercial/non-federal Practice,Senior Consultant/Senior Associate,United States of America,104000,5700,109700,40-49,No
9/29/2021 11:06:23,Yes,McKinsey,Commercial/non-federal Practice,Analyst,United States of America,90000,20000,110000,60-69,No
9/29/2021 11:57:31,Yes,McKinsey,Not Applicable or Don't Know,Analyst,United States of America,90000,20000,110000,70-79,Yes
